,x,y,z,muscle1,muscle2,muscle3
304,392.0,389.0,462.0,466.0,466.0,463.0
305,392.0,389.0,463.0,460.0,456.0,451.0
306,392.0,389.0,462.0,453.0,445.0,439.0
307,392.0,389.0,463.0,455.0,450.0,447.0
308,392.0,389.0,463.0,464.0,464.0,462.0
309,392.0,389.0,463.0,463.0,462.0,458.0
310,392.0,389.0,462.0,455.0,449.0,442.0
311,392.0,389.0,462.0,452.0,445.0,442.0
312,392.0,389.0,463.0,460.0,458.0,456.0
313,392.0,389.0,463.0,466.0,466.0,464.0
314,392.0,389.0,462.0,459.0,455.0,450.0
315,392.0,389.0,463.0,452.0,445.0,439.0
316,392.0,389.0,463.0,456.0,452.0,449.0
317,392.0,389.0,463.0,464.0,464.0,462.0
318,392.0,389.0,463.0,463.0,461.0,457.0
319,392.0,389.0,462.0,455.0,448.0,442.0
320,392.0,389.0,462.0,454.0,446.0,442.0
321,392.0,389.0,463.0,461.0,459.0,458.0
322,393.0,389.0,463.0,466.0,466.0,462.0
323,392.0,389.0,462.0,459.0,453.0,449.0
324,392.0,389.0,462.0,452.0,443.0,439.0
325,392.0,389.0,462.0,457.0,453.0,450.0
326,392.0,389.0,462.0,464.0,465.0,463.0
327,392.0,389.0,462.0,462.0,460.0,456.0
328,392.0,389.0,463.0,455.0,447.0,441.0
329,392.0,388.0,463.0,454.0,447.0,443.0
330,392.0,389.0,463.0,462.0,460.0,459.0
331,392.0,389.0,463.0,465.0,464.0,462.0
332,392.0,389.0,463.0,459.0,453.0,448.0
333,392.0,389.0,463.0,453.0,445.0,439.0
334,392.0,389.0,463.0,458.0,455.0,452.0
335,392.0,389.0,462.0,465.0,466.0,463.0
336,392.0,389.0,463.0,462.0,459.0,455.0
337,392.0,389.0,462.0,453.0,446.0,441.0
338,392.0,389.0,463.0,454.0,448.0,444.0
339,392.0,389.0,463.0,462.0,461.0,460.0
340,392.0,389.0,463.0,465.0,465.0,461.0
341,392.0,389.0,462.0,457.0,451.0,446.0
342,393.0,389.0,462.0,452.0,444.0,440.0
343,391.0,389.0,462.0,458.0,455.0,453.0
344,392.0,389.0,462.0,464.0,465.0,464.0
345,392.0,389.0,462.0,461.0,457.0,452.0
346,391.0,389.0,463.0,454.0,445.0,440.0
347,392.0,389.0,463.0,455.0,448.0,445.0
348,392.0,389.0,463.0,463.0,463.0,461.0
349,392.0,389.0,463.0,464.0,463.0,460.0
350,392.0,389.0,462.0,456.0,451.0,444.0
351,392.0,389.0,462.0,453.0,444.0,441.0
352,392.0,389.0,463.0,460.0,457.0,455.0
353,392.0,389.0,462.0,465.0,467.0,463.0
354,392.0,389.0,462.0,460.0,456.0,451.0
355,392.0,389.0,462.0,453.0,444.0,439.0
356,392.0,389.0,462.0,455.0,449.0,446.0
357,392.0,389.0,462.0,463.0,464.0,461.0
358,392.0,389.0,463.0,463.0,462.0,459.0
359,392.0,389.0,462.0,456.0,450.0,444.0
360,392.0,389.0,463.0,453.0,445.0,441.0
361,392.0,389.0,462.0,460.0,458.0,456.0
362,392.0,389.0,463.0,466.0,465.0,462.0
363,392.0,389.0,462.0,460.0,456.0,450.0
364,392.0,389.0,463.0,453.0,444.0,439.0
365,392.0,389.0,462.0,456.0,451.0,449.0
366,392.0,389.0,463.0,465.0,464.0,462.0
367,392.0,389.0,463.0,464.0,462.0,458.0
368,391.0,389.0,463.0,456.0,448.0,442.0
369,392.0,389.0,463.0,454.0,446.0,442.0
370,392.0,389.0,463.0,461.0,459.0,458.0
371,392.0,389.0,463.0,466.0,465.0,461.0
372,392.0,389.0,463.0,459.0,455.0,449.0
373,392.0,389.0,463.0,452.0,444.0,439.0
374,392.0,389.0,463.0,457.0,453.0,450.0
375,392.0,389.0,463.0,465.0,464.0,463.0
376,392.0,389.0,463.0,463.0,461.0,456.0
377,392.0,389.0,462.0,454.0,447.0,441.0
378,392.0,389.0,463.0,453.0,447.0,443.0
379,392.0,389.0,463.0,462.0,460.0,459.0
380,392.0,389.0,463.0,465.0,465.0,461.0
381,392.0,389.0,463.0,458.0,453.0,448.0
382,392.0,389.0,463.0,452.0,444.0,439.0
383,392.0,389.0,464.0,457.0,453.0,450.0
384,392.0,389.0,463.0,465.0,464.0,463.0
385,392.0,389.0,463.0,462.0,459.0,454.0
386,392.0,389.0,462.0,454.0,446.0,440.0
387,392.0,389.0,462.0,453.0,448.0,443.0
388,392.0,389.0,463.0,462.0,461.0,459.0
389,392.0,389.0,463.0,466.0,465.0,461.0
390,392.0,388.0,462.0,458.0,452.0,446.0
391,392.0,388.0,462.0,453.0,445.0,440.0
392,392.0,389.0,463.0,458.0,455.0,453.0
393,392.0,389.0,463.0,465.0,466.0,464.0
394,392.0,389.0,463.0,462.0,458.0,453.0
395,393.0,389.0,463.0,454.0,445.0,438.0
396,392.0,389.0,463.0,455.0,448.0,445.0
397,392.0,389.0,464.0,463.0,463.0,461.0
398,392.0,389.0,462.0,464.0,464.0,461.0
399,392.0,389.0,462.0,456.0,451.0,445.0
400,392.0,389.0,462.0,453.0,445.0,441.0
401,392.0,389.0,463.0,459.0,456.0,454.0
402,392.0,389.0,462.0,465.0,466.0,463.0
403,392.0,389.0,463.0,460.0,456.0,451.0
404,392.0,389.0,462.0,453.0,445.0,439.0
405,392.0,388.0,462.0,455.0,449.0,447.0
406,392.0,389.0,462.0,464.0,464.0,461.0
407,392.0,389.0,463.0,463.0,463.0,459.0
408,392.0,389.0,462.0,456.0,450.0,443.0
409,392.0,389.0,463.0,453.0,445.0,441.0
410,392.0,389.0,462.0,460.0,458.0,456.0
411,392.0,389.0,463.0,465.0,465.0,463.0
412,392.0,389.0,462.0,460.0,455.0,450.0
413,392.0,389.0,464.0,453.0,445.0,439.0
414,392.0,389.0,463.0,456.0,450.0,449.0
415,392.0,389.0,463.0,465.0,464.0,463.0
416,392.0,389.0,462.0,464.0,461.0,458.0
417,392.0,388.0,463.0,455.0,448.0,443.0
418,392.0,389.0,462.0,453.0,446.0,441.0
419,392.0,389.0,463.0,461.0,459.0,457.0
420,392.0,389.0,463.0,465.0,465.0,462.0
421,391.0,388.0,463.0,459.0,454.0,449.0
422,392.0,389.0,463.0,453.0,444.0,439.0
423,392.0,389.0,463.0,456.0,453.0,450.0
424,392.0,389.0,462.0,465.0,465.0,463.0
425,392.0,389.0,462.0,463.0,462.0,456.0
426,392.0,389.0,463.0,455.0,447.0,442.0
427,392.0,389.0,463.0,453.0,447.0,442.0
428,392.0,389.0,462.0,461.0,459.0,459.0
429,392.0,390.0,464.0,465.0,463.0,461.0
430,392.0,389.0,463.0,458.0,453.0,447.0
431,392.0,389.0,462.0,452.0,444.0,439.0
432,392.0,389.0,463.0,458.0,454.0,451.0
433,392.0,389.0,462.0,465.0,466.0,464.0
434,392.0,389.0,462.0,462.0,459.0,454.0
435,392.0,389.0,462.0,454.0,446.0,441.0
436,392.0,389.0,462.0,454.0,447.0,443.0
437,392.0,389.0,463.0,462.0,461.0,460.0
438,392.0,389.0,463.0,464.0,465.0,461.0
439,392.0,389.0,463.0,457.0,452.0,446.0
440,392.0,389.0,462.0,452.0,445.0,438.0
441,392.0,389.0,463.0,458.0,455.0,452.0
442,392.0,389.0,463.0,466.0,465.0,464.0
443,392.0,389.0,463.0,462.0,458.0,453.0
444,392.0,389.0,462.0,454.0,446.0,440.0
445,392.0,389.0,463.0,455.0,449.0,445.0
446,392.0,389.0,462.0,463.0,463.0,460.0
447,392.0,389.0,463.0,465.0,464.0,460.0
448,392.0,389.0,462.0,457.0,450.0,445.0
449,392.0,389.0,463.0,452.0,445.0,440.0
450,392.0,390.0,463.0,460.0,457.0,454.0
451,392.0,389.0,463.0,465.0,466.0,463.0
452,392.0,389.0,463.0,461.0,458.0,452.0
453,392.0,389.0,463.0,453.0,446.0,439.0
454,392.0,389.0,462.0,455.0,449.0,447.0
455,392.0,390.0,462.0,463.0,462.0,461.0
456,392.0,389.0,463.0,464.0,462.0,459.0
457,392.0,389.0,463.0,456.0,450.0,444.0
458,392.0,390.0,462.0,453.0,445.0,440.0
459,392.0,389.0,463.0,460.0,457.0,456.0
460,392.0,389.0,463.0,466.0,466.0,464.0
461,392.0,389.0,464.0,460.0,456.0,451.0
462,392.0,389.0,462.0,453.0,445.0,440.0
463,392.0,389.0,462.0,455.0,451.0,448.0
464,392.0,390.0,462.0,464.0,464.0,462.0
465,393.0,389.0,462.0,463.0,462.0,458.0
466,392.0,389.0,462.0,455.0,449.0,442.0
467,392.0,389.0,462.0,452.0,446.0,442.0
468,392.0,389.0,463.0,461.0,458.0,457.0
469,392.0,389.0,462.0,465.0,466.0,462.0
470,392.0,389.0,463.0,459.0,454.0,449.0
471,392.0,389.0,462.0,452.0,444.0,438.0
472,392.0,389.0,462.0,456.0,452.0,449.0
473,393.0,389.0,463.0,465.0,465.0,462.0
474,392.0,389.0,463.0,463.0,461.0,456.0
475,392.0,389.0,463.0,455.0,447.0,441.0
476,392.0,389.0,462.0,453.0,447.0,442.0
477,392.0,389.0,463.0,462.0,460.0,459.0
478,392.0,389.0,462.0,465.0,465.0,461.0
479,392.0,389.0,462.0,458.0,453.0,447.0
480,392.0,389.0,463.0,452.0,444.0,439.0
481,392.0,389.0,463.0,457.0,453.0,450.0
482,392.0,389.0,463.0,465.0,465.0,463.0
483,392.0,389.0,463.0,462.0,460.0,455.0
484,392.0,388.0,462.0,454.0,446.0,441.0
485,392.0,389.0,463.0,454.0,447.0,444.0
486,392.0,389.0,463.0,462.0,461.0,460.0
487,393.0,389.0,463.0,465.0,465.0,461.0
488,392.0,389.0,463.0,457.0,452.0,446.0
489,392.0,389.0,462.0,452.0,444.0,439.0
490,392.0,389.0,463.0,458.0,455.0,453.0
491,392.0,389.0,462.0,465.0,466.0,463.0
492,392.0,389.0,463.0,461.0,458.0,453.0
493,392.0,388.0,462.0,454.0,446.0,440.0
494,392.0,389.0,463.0,454.0,448.0,444.0
495,392.0,389.0,463.0,463.0,463.0,461.0
496,392.0,389.0,462.0,465.0,463.0,460.0
497,392.0,389.0,463.0,457.0,451.0,446.0
498,392.0,389.0,463.0,453.0,445.0,440.0
499,392.0,389.0,463.0,459.0,456.0,454.0
500,392.0,389.0,463.0,466.0,466.0,463.0
501,393.0,389.0,463.0,461.0,457.0,452.0
502,392.0,389.0,463.0,454.0,446.0,439.0
503,392.0,388.0,463.0,455.0,449.0,446.0
504,392.0,389.0,462.0,464.0,464.0,462.0
505,391.0,389.0,462.0,463.0,463.0,459.0
506,391.0,388.0,463.0,456.0,450.0,443.0
507,392.0,388.0,463.0,453.0,446.0,439.0
508,392.0,389.0,463.0,460.0,457.0,455.0
509,392.0,389.0,463.0,465.0,466.0,463.0
510,392.0,389.0,462.0,460.0,456.0,450.0
511,392.0,389.0,463.0,452.0,445.0,439.0
512,392.0,389.0,463.0,456.0,451.0,449.0
513,392.0,389.0,462.0,464.0,464.0,462.0
514,392.0,389.0,463.0,463.0,462.0,458.0
515,392.0,389.0,462.0,456.0,449.0,443.0
516,392.0,389.0,462.0,453.0,446.0,441.0
517,392.0,389.0,463.0,460.0,459.0,457.0
518,392.0,389.0,463.0,465.0,465.0,462.0
519,392.0,389.0,462.0,459.0,454.0,449.0
520,392.0,389.0,462.0,452.0,444.0,438.0
521,392.0,389.0,463.0,456.0,452.0,449.0
522,392.0,389.0,463.0,465.0,465.0,463.0
523,392.0,389.0,462.0,463.0,462.0,456.0
524,392.0,389.0,462.0,455.0,449.0,441.0
525,392.0,389.0,462.0,453.0,449.0,442.0
526,393.0,389.0,462.0,461.0,459.0,459.0
527,392.0,390.0,462.0,465.0,465.0,461.0
528,392.0,389.0,463.0,458.0,453.0,448.0
529,392.0,389.0,462.0,452.0,444.0,439.0
530,392.0,389.0,463.0,457.0,453.0,451.0
531,392.0,389.0,463.0,465.0,464.0,464.0
532,392.0,389.0,463.0,462.0,460.0,455.0
533,392.0,389.0,463.0,454.0,447.0,440.0
534,392.0,389.0,463.0,454.0,447.0,443.0
535,392.0,389.0,463.0,462.0,461.0,459.0
536,392.0,389.0,463.0,465.0,464.0,461.0
537,392.0,389.0,463.0,458.0,452.0,446.0
538,392.0,389.0,463.0,452.0,445.0,440.0
539,392.0,389.0,462.0,458.0,454.0,452.0
540,392.0,389.0,462.0,465.0,466.0,463.0
541,392.0,389.0,462.0,462.0,458.0,453.0
542,392.0,389.0,462.0,453.0,446.0,440.0
543,392.0,389.0,462.0,456.0,448.0,444.0
544,392.0,389.0,461.0,463.0,462.0,460.0
545,392.0,389.0,463.0,464.0,464.0,461.0
546,392.0,389.0,462.0,457.0,451.0,445.0
547,392.0,389.0,462.0,453.0,445.0,440.0
